TurnType,RoadType,EnvType,VisibilityConditions,PedestrianLevel,TrafficLevel,DayNight,WeatherConditions,Speed_limit,New_Speed_Limit
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Wide,Highway,Low,Low,Moderate,Night,Clear,50,230.52
Straight,Wide,Highway,High,High,Moderate,Day,Clear,50,95.2
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,74.96
Straight,Medium,Highway,Low,Low,Low,Night,Rain,50,308.79
Straight,Medium,Highway,High,Low,Low,Day,,50,71.27
Intersection,Medium,Highway,High,Low,Low,Day,Clear,50,80.88
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,74.96
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Rain,50,125.83
Sharp turn,Medium,Highway,High,Low,Low,Day,Fogg,50,128.5
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Intersection,Narrow,Residential,Low,Low,Moderate,Night,Rain,50,501.48
Straight,Wide,Highway,Low,Moderate,High,Night,Rain,50,539.61
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,50,65.69
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Straight,Medium,Highway,Low,High,High,Night,Clear,50,297.01
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Wide,Residential,Low,Low,Low,Night,Clear,50,298.2
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,207.8
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Intersection,Wide,Highway,High,Low,Moderate,Night,Clear,50,157.38
Gentle turn,Wide,Highway,Low,Moderate,Moderate,Night,Clear,50,282.62
Straight,Medium,Residential,High,Moderate,Low,Day,Clear,50,79.72
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Straight,Medium,Highway,High,Low,Low,Day,Rain,50,100.87
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,73.12
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,92.33
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,50,92.52
Gentle turn,Wide,Highway,Low,Moderate,Moderate,Night,Clear,50,282.62
Straight,Wide,Highway,High,Low,Moderate,Night,Clear,50,129.39
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Residential,High,Low,Low,Day,Clear,50,71.62
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,188.65
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Medium,Residential,High,Low,Low,Day,Clear,50,71.62
Straight,Wide,City,High,Low,Moderate,Day,Clear,50,90.69
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,50,186.68
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,unknown,50,72.76
Straight,Medium,Highway,High,Moderate,Moderate,Day,unknown,50,66.05
Sharp turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,80.79
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,50,169.48
Sharp turn,Wide,Highway,Low,Low,Moderate,Day,Clear,50,163.28
Gentle turn,Wide,City,Low,Low,Low,Night,Rain,50,557.11
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,50,104.78
Straight,Wide,Highway,High,Low,Low,Day,Rain,50,137.2
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,50,59.64
Straight,Medium,Residential,High,Low,Low,Day,Clear,50,71.62
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,50,65.69
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,unknown,50,78.37
Gentle turn,Wide,Highway,High,Low,Low,Day,Rain,50,151.12
Gentle turn,Medium,Highway,Low,Moderate,Low,Night,unknown,50,267.47
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.34
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Straight,Medium,Highway,Low,High,Low,Night,Clear,50,257.31
Straight,Wide,Highway,High,Low,Moderate,Night,Clear,50,129.39
Sharp turn,Narrow,Highway,High,Low,Moderate,Day,Clear,50,100.31
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Intersection,Medium,Residential,High,Low,Moderate,Night,Clear,50,124.63
Intersection,Wide,Highway,High,Low,Moderate,Day,,50,98.17
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Sharp turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.65
Gentle turn,Wide,Highway,High,Moderate,Moderate,Night,Rain,50,240.66
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Sharp turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,80.79
Gentle turn,Medium,Highway,High,Low,High,Night,Clear,50,145.25
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,188.65
Straight,Medium,Highway,Low,Low,Low,Night,Rain,50,308.79
Sharp turn,Medium,Highway,High,Moderate,Moderate,Night,,50,138.12
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,50,73.24
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,50,90.78
Intersection,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.59
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Medium,Highway,Low,Moderate,Low,Night,unknown,50,242.83
Sharp turn,Medium,Highway,Low,Low,Moderate,Night,Clear,50,206.27
Straight,Medium,Residential,High,Moderate,Moderate,Day,Rain,50,100.71
Sharp turn,Medium,Highway,High,Low,Moderate,Day,,50,72.22
Gentle turn,Medium,Highway,High,High,Moderate,Day,Clear,50,77.09
Intersection,Medium,Highway,High,High,Moderate,Day,Clear,50,85.13
Gentle turn,Wide,Highway,Low,Low,Low,Night,Clear,50,304.93
Straight,Wide,Highway,High,Low,Low,Day,Clear,50,90.44
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Medium,City,High,Low,Low,Day,Clear,50,80.08
Sharp turn,Medium,City,High,Moderate,Moderate,Day,Clear,50,90.33
Straight,Wide,Highway,Low,Low,Low,Night,Clear,50,276.84
Straight,Wide,Highway,Low,Low,Moderate,Night,Clear,50,230.52
Straight,Wide,Highway,Low,Low,Moderate,Night,Clear,50,230.52
Straight,Wide,Highway,High,Moderate,Moderate,Night,Clear,50,144.02
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,50,59.64
Intersection,Wide,Highway,Low,Low,Moderate,Night,Clear,50,280.39
Gentle turn,Wide,Highway,High,Low,Low,Day,Rain,50,151.12
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Intersection,Medium,Highway,High,Moderate,Moderate,Day,unknown,50,80.34
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Straight,Wide,Highway,High,Low,Low,Day,Clear,50,90.44
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Wide,Highway,Low,Low,Moderate,Day,Fogg,50,213.04
Straight,Medium,Residential,High,Low,Moderate,Day,unknown,50,63.92
Straight,Medium,Highway,Low,Low,Low,Night,Rain,50,308.79
Sharp turn,Medium,Highway,Low,Moderate,Moderate,Day,Clear,50,133.63
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Straight,Medium,Residential,Low,Low,Low,Night,Clear,50,219.25
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Residential,High,Low,Low,Day,Clear,50,71.62
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,73.12
Sharp turn,Medium,Residential,High,Moderate,Moderate,Night,Clear,50,138.81
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Intersection,Wide,Highway,Low,Low,Moderate,Day,Clear,50,163.19
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Intersection,Wide,Highway,High,Low,Low,Day,Clear,50,110.0
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,66.38
Sharp turn,Medium,Residential,High,Low,Low,Day,Fogg,50,138.42
Intersection,Medium,Highway,High,High,Moderate,Night,Clear,50,146.27
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,50,104.78
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Highway,Low,Low,Low,Day,Clear,50,118.47
Straight,Wide,Highway,High,Low,Low,Day,Rain,50,137.2
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Sharp turn,Wide,Highway,High,Moderate,Moderate,Day,Rain,50,154.76
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Straight,Wide,Highway,Low,Low,Moderate,Night,Clear,50,230.52
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Gentle turn,Medium,Residential,High,Low,Low,Day,unknown,50,84.55
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Highway,Low,Low,Moderate,Night,Clear,50,169.48
Sharp turn,Medium,Highway,High,Low,Moderate,Night,Clear,50,115.78
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Straight,Medium,Highway,Low,Low,Low,Night,Clear,50,203.55
Straight,Wide,Highway,Low,Low,Moderate,Day,Rain,50,203.53
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Sharp turn,Wide,Highway,High,Moderate,Moderate,Night,Clear,50,175.28
Gentle turn,Wide,Highway,High,Moderate,High,Day,Clear,50,127.99
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Gentle turn,Wide,Highway,Low,Moderate,High,Night,Clear,50,391.79
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Straight,Narrow,Highway,High,Low,Moderate,Night,Clear,50,141.62
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Straight,Wide,Highway,High,Moderate,Low,Day,unknown,50,107.89
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Sharp turn,Medium,Highway,Low,Low,Moderate,Day,Clear,50,120.05
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Rain,50,102.22
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,74.96
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Wide,Residential,Low,Low,Low,Day,Clear,50,173.55
Intersection,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.59
Intersection,Wide,Highway,High,Low,High,Day,Clear,50,126.97
Gentle turn,Medium,Highway,High,Moderate,High,Day,Clear,50,94.1
Straight,Medium,Highway,High,Moderate,Moderate,Day,unknown,50,66.05
Straight,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,66.38
Sharp turn,Narrow,Highway,High,Moderate,Moderate,Day,Rain,50,169.39
Gentle turn,Wide,Highway,Low,Moderate,Moderate,Night,Clear,50,282.62
Straight,Wide,Highway,High,Moderate,Low,Day,Rain,50,152.72
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Straight,Wide,Highway,High,Low,Low,Day,Clear,50,90.44
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Highway,High,Low,Moderate,Night,Clear,50,95.13
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Clear,50,186.68
Sharp turn,Medium,Highway,High,Moderate,Moderate,Night,Clear,50,128.87
Intersection,Medium,Highway,Low,Low,Low,Night,Clear,50,247.58
Gentle turn,Medium,Residential,Low,Low,Moderate,Day,Clear,50,117.03
Straight,Medium,Highway,High,Low,Moderate,Day,Rain,50,83.99
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Rain,50,283.21
Straight,Medium,Residential,High,Low,Moderate,Day,Clear,50,59.64
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Gentle turn,Medium,Highway,High,Low,Low,Day,Clear,50,73.24
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Gentle turn,Medium,Residential,High,Low,Moderate,Night,Clear,50,112.86
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Straight,Wide,Highway,Low,Moderate,High,Night,Clear,50,355.69
Sharp turn,Medium,Highway,High,Low,Low,Day,Clear,50,80.92
Gentle turn,Wide,Residential,Low,Low,Low,Night,Clear,50,328.45
Sharp turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.65
Sharp turn,Medium,Highway,High,Low,Low,Day,Clear,50,80.92
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Straight,Wide,Highway,High,Low,Low,Day,unknown,50,96.93
Straight,Wide,Highway,High,Low,Low,Night,Clear,50,155.39
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,50,104.78
Straight,Medium,Residential,High,Low,Low,Night,Clear,50,123.06
Straight,Medium,City,High,Low,Moderate,Day,Clear,50,66.68
Straight,Wide,Highway,Low,Low,Moderate,Day,Clear,50,134.16
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Rain,50,102.98
Straight,Wide,Highway,High,High,High,Day,Clear,50,131.96
Gentle turn,Medium,Residential,High,Moderate,Moderate,Day,Clear,50,73.12
Gentle turn,Narrow,Highway,High,Moderate,Moderate,Night,Clear,50,173.63
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,60.98
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,188.65
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Sharp turn,Medium,Residential,Low,High,High,Night,Clear,50,389.36
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,74.96
Sharp turn,Medium,Highway,High,High,Moderate,Night,Clear,50,146.36
Gentle turn,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,207.8
Straight,Wide,City,Low,Low,Moderate,Night,Clear,50,277.61
Straight,Wide,Highway,High,Low,Moderate,Night,Clear,50,129.39
Sharp turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,75.0
Intersection,Medium,Highway,High,Low,Low,Day,unknown,50,86.68
Sharp turn,Wide,Residential,High,Moderate,Moderate,Day,Rain,50,166.7
Intersection,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,74.96
Straight,Wide,Highway,High,Moderate,Low,Day,Clear,50,100.67
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Gentle turn,Medium,Highway,High,Low,Moderate,Day,Rain,50,92.52
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Gentle turn,Medium,Highway,High,Moderate,Moderate,Night,Clear,50,116.63
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.34
Straight,Medium,Highway,Low,Low,Moderate,Night,Rain,50,257.12
Gentle turn,Wide,Residential,High,Low,Moderate,Day,Clear,50,89.34
Straight,Medium,Highway,Low,Moderate,Moderate,Day,Clear,50,109.8
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Straight,Wide,Highway,Low,Low,Moderate,Day,Clear,50,134.16
Straight,Narrow,Residential,High,High,Low,Day,Clear,50,134.79
Straight,Wide,Highway,Low,Low,Moderate,Night,Clear,50,230.52
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Intersection,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.59
Gentle turn,Medium,Highway,Low,Low,Moderate,Night,Rain,50,283.21
Straight,Narrow,Highway,High,Moderate,Low,Day,Clear,50,110.18
Straight,Medium,Residential,High,Moderate,Moderate,Day,Rain,50,100.71
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Gentle turn,Wide,Highway,High,Low,Moderate,Night,Clear,50,142.51
Gentle turn,Wide,Highway,High,Moderate,High,Day,Rain,50,194.16
Straight,Medium,Highway,Low,Low,Moderate,Night,Rain,50,257.12
Sharp turn,Medium,Residential,Low,Low,Low,Day,Clear,50,155.3
Sharp turn,Wide,Highway,Low,Moderate,High,Day,unknown,50,270.04
Sharp turn,Medium,Highway,Low,Low,Moderate,Day,unknown,50,128.67
Straight,Medium,Highway,Low,Moderate,Low,Night,Rain,50,343.72
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Rain,50,102.98
Gentle turn,Wide,Highway,Low,Moderate,Moderate,Day,Rain,50,249.54
Sharp turn,Wide,Highway,Low,Low,Low,Night,Clear,50,336.93
Straight,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,188.65
Gentle turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,82.94
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Wide,Highway,High,Low,Low,Day,Rain,50,137.2
Gentle turn,Wide,City,High,Moderate,Moderate,Day,Clear,50,111.19
Straight,Wide,Highway,High,Low,Moderate,Day,Rain,50,114.24
Gentle turn,Medium,Residential,High,Low,Moderate,Day,Clear,50,65.69
Sharp turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.65
Straight,Medium,Highway,Low,Low,Moderate,Night,Rain,50,257.12
Straight,Wide,Highway,High,High,Moderate,Day,Clear,50,95.2
Gentle turn,Wide,Highway,Low,High,Moderate,Day,unknown,50,200.23
Straight,Medium,Highway,Low,Low,Low,Night,Clear,50,203.55
Straight,Wide,Highway,High,Low,Low,Day,Clear,50,90.44
Straight,Medium,Highway,Low,Low,Low,Night,Clear,50,203.55
Sharp turn,Wide,Highway,High,Low,Moderate,Day,Clear,50,91.65
Straight,Wide,Residential,High,Low,Low,Day,Clear,50,97.41
Straight,Wide,Residential,High,Moderate,Moderate,Day,Clear,50,90.29
Straight,Wide,Residential,High,High,Moderate,Day,Clear,50,102.54
Gentle turn,Wide,Highway,Low,Moderate,Moderate,Night,Rain,50,428.76
Gentle turn,Narrow,Highway,Low,Low,Moderate,Night,Clear,50,277.91
Straight,Wide,Highway,High,Moderate,Low,Night,Clear,50,172.96
Straight,Medium,Highway,Low,Low,Low,Night,Clear,50,203.55
Straight,Wide,Highway,High,Low,Moderate,Day,Clear,50,75.3
Straight,Medium,Highway,High,Low,Low,Day,Clear,50,66.49
Intersection,Wide,Highway,Low,Low,Low,Night,Clear,50,336.73
Intersection,Wide,Highway,High,Low,Moderate,Day,Rain,50,138.95
Straight,Medium,Highway,High,Low,Moderate,Day,Fogg,50,87.92
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Gentle turn,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,67.88
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Highway,High,Moderate,Moderate,Day,Clear,50,61.63
Intersection,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.34
Gentle turn,Narrow,Highway,High,Low,Moderate,Day,Clear,50,90.78
Straight,Wide,Highway,Low,Moderate,Moderate,Night,Clear,50,256.59
Gentle turn,Medium,Highway,High,Low,Moderate,Night,Clear,50,104.78
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Straight,Narrow,Highway,Low,Low,Moderate,Night,Rain,50,382.76
Intersection,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,101.95
Gentle turn,Medium,Residential,Low,Moderate,Moderate,Day,unknown,50,139.62
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Gentle turn,Wide,Highway,High,Moderate,Low,Day,Clear,50,110.88
Straight,Wide,Residential,High,Low,Low,Day,Rain,50,147.78
Straight,Medium,Residential,High,Low,Moderate,Day,Rain,50,90.47
Straight,Wide,Residential,High,Moderate,Moderate,Day,Clear,50,90.29
Sharp turn,Medium,Highway,High,Low,Moderate,Day,Clear,50,67.38
Straight,Medium,Highway,High,Low,Moderate,Day,Clear,50,55.37
Straight,Medium,Highway,High,Moderate,Moderate,Night,Clear,50,105.89
Straight,Wide,Highway,High,Moderate,Moderate,Day,Clear,50,83.82
Intersection,Medium,Highway,Low,Moderate,Moderate,Night,Clear,50,229.47
Straight,Medium,Residential,Low,Low,Moderate,Day,Clear,50,106.25
Straight,Medium,Residential,Low,High,Low,Night,Clear,50,277.16
Straight,Wide,Highway,High,Low,Low,Day,Clear,50,90.44
Straight,Narrow,Residential,High,Moderate,Moderate,Day,Fogg,50,156.92
